study	qtl_group	tissue_ontology_id	tissue_ontology_term	tissue_label	condition_label	quant_method	sample_size	ftp_path
Kasela_2017	T-cell_CD8	CL_0000625	CD8-positive, alpha-beta T cell	CD8+ T cell	naive	microarray	269	ftp://ftp.ebi.ac.uk/pub/databases/spot/eQTL/sumstats/Kasela_2017/microarray/Kasela_2017_microarray_T-cell_CD8.all.tsv.gz
